img_rmbg_path,tsne-0,tsne-1
/home/put_data/moth/data/whole_crop/V06-20140820-043.png,-14.089665,-48.634277
/home/put_data/moth/data/whole_crop/A42-20160713-009.png,-9.379638,-17.55178
/home/put_data/moth/data/whole_crop/A52-20160704-057.png,-23.448528,36.060253
/home/put_data/moth/data/whole_crop/V15-20141017-040.png,24.225834,-70.7973
/home/put_data/moth/data/whole_crop/V03-20140203-006.png,-33.230824,45.409077
/home/put_data/moth/data/whole_crop/V07-20150516-010.png,4.0013385,13.5945
/home/put_data/moth/data/whole_crop/A35-20131202-062.png,-3.0935006,-55.686676
/home/put_data/moth/data/whole_crop/V24-20160312-025.png,15.681845,58.858173
/home/put_data/moth/data/whole_crop/V17-20150801-077.png,3.418186,-58.006653
/home/put_data/moth/data/whole_crop/A46-20150513-133.png,-33.120823,50.115967
/home/put_data/moth/data/whole_crop/A35-20160502-291.png,24.413471,0.4009289
/home/put_data/moth/data/whole_crop/A34-20130902-123.png,-30.107754,47.392467
/home/put_data/moth/data/whole_crop/V18-20151007-013.png,-52.66581,-3.481807
/home/put_data/moth/data/whole_crop/V02-20140303-006.png,-0.7860921,-23.987146
/home/put_data/moth/data/whole_crop/A52-20160704-054.png,-14.744487,40.043457
/home/put_data/moth/data/whole_crop/V11-20131109-041.png,-7.4488835,-8.650396
/home/put_data/moth/data/whole_crop/A35-20150212-083.png,6.362769,-35.634933
/home/put_data/moth/data/whole_crop/A42-20160503-079.png,3.489856,-40.872036
/home/put_data/moth/data/whole_crop/A37-20160714-043.png,21.335783,24.017477
/home/put_data/moth/data/whole_crop/V03-20140203-038.png,28.840984,51.797466
/home/put_data/moth/data/whole_crop/V19-20150515-077.png,13.265974,-35.645554
/home/put_data/moth/data/whole_crop/A52-20160704-184.png,14.703015,25.191643
/home/put_data/moth/data/whole_crop/V04-20140721-042.png,-42.268192,26.774035
/home/put_data/moth/data/whole_crop/A48-20160601-003.png,-30.446978,47.143177
/home/put_data/moth/data/whole_crop/V04-20140530-110.png,12.560967,63.18348
/home/put_data/moth/data/whole_crop/A46-20150128-058.png,24.014961,55.038097
/home/put_data/moth/data/whole_crop/A48-20160601-094.png,-35.643944,50.787285
/home/put_data/moth/data/whole_crop/V04-20150920-070.png,-51.064754,31.369287
/home/put_data/moth/data/whole_crop/V17-20150411-001.png,26.335468,25.013424
/home/put_data/moth/data/whole_crop/V11-20130907-069.png,16.036665,29.200832
